,Year,Latitude,Longitude,Date,TOTN,TOTP,TOTK,GWSO,TOTIRRIG,DVS,LAI,RD,WSO,NAVAIL,PAVAIL,KAVAIL,WC,SM,IRRAD,TMIN,TMAX,TEMP,VAP,RAIN,WIND,Days Elapsed,Rewards
0,1984,50.0,5.0,01/03/1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0334165,11.2,0.0,0.341,0.341,0.341,3.5283158,0.3150282,2380000.0,2.62,5.44,4.16,7.97935,0.795,6.12,1.0,0.0
1,1984,50.0,5.0,01/04/1984,0.0,0.0,0.0,0.0,0.0,0.0,0.033492174,12.4,0.0,0.67681044,0.6810486,0.67162085,4.6893926,0.3781768,3350000.0,0.18,5.37,3.28,7.0161166,1.422,8.12,2.0,0.0
2,1984,50.0,5.0,01/05/1984,0.0,0.0,0.0,0.0,0.0,0.0,0.03356331,13.6,0.0,1.0137064,1.0212961,1.004413,6.477229,0.47626683,1150000.0,-1.06,2.25,0.58,6.1347227,0.407,5.16,3.0,0.0
3,1984,50.0,5.0,01/06/1984,0.0,0.0,0.0,0.0,0.0,0.0,0.03356331,14.8,0.0,1.3547065,1.3622962,1.345413,7.030664,0.47504485,2630000.0,-2.72,0.4,-0.75,5.5618987,0.409,4.3,4.0,0.0
4,1984,50.0,5.0,01/07/1984,0.0,0.0,0.0,0.0,0.0,0.0,0.03356331,16.0,0.0,1.6957065,1.7032962,1.686413,7.586106,0.4741316,1500000.0,0.43,1.76,1.09,6.482272,0.102,2.73,5.0,0.0
5,1984,50.0,5.0,01/08/1984,0.0,0.0,0.0,0.0,0.0,0.0,0.03356331,17.2,0.0,2.0367064,2.0442963,2.027413,7.832563,0.45538154,1650000.0,-0.27,3.72,1.01,6.2245474,1.016,4.8,6.0,0.0
6,1984,50.0,5.0,01/09/1984,0.0,0.0,0.0,0.0,0.0,0.0,0.03356331,18.4,0.0,2.3777065,2.385296,2.368413,9.191897,0.49955964,1880000.0,-0.48,1.64,0.38,6.002135,0.229,4.38,7.0,0.0
7,1984,50.0,5.0,01/10/1984,0.0,0.0,0.0,0.0,0.0,0.0,0.03356331,19.6,0.0,2.7187066,2.7262962,2.709413,9.237036,0.47127733,2640000.0,-1.05,1.83,0.08,5.962856,0.062,2.89,8.0,0.0
8,1984,50.0,5.0,01/11/1984,0.0,0.0,0.0,0.0,0.0,0.0,0.03356331,20.8,0.0,3.0597064,3.0672963,3.050413,9.453666,0.45450315,2770000.0,-3.07,1.58,-1.26,5.278005,0.056,3.12,9.0,0.0
9,1984,50.0,5.0,01/12/1984,0.0,0.0,0.0,0.0,0.0,0.0,0.03356331,22.0,0.0,3.4007065,3.408296,3.391413,9.884912,0.44931415,1020000.0,-0.99,1.08,0.18,5.9454713,0.371,6.08,10.0,0.0
